Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
delay(1),Chrome 71.0.3578.98,,2019-01-16 12:24:59,2019-01-16 12:25:00,"1,018s",PASSED
"selectOptionByValue(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Select_Escolha...Caixa""), ""1"", false)",Chrome 71.0.3578.98,,2019-01-16 12:25:00,2019-01-16 12:25:00,"0,236s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Bt_AvancaCad""))",Chrome 71.0.3578.98,,2019-01-16 12:25:00,2019-01-16 12:25:00,"0,211s",PASSED
"waitForElementPresent(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/SelecionarOpDeCliente""), 0)",Chrome 71.0.3578.98,,2019-01-16 12:25:00,2019-01-16 12:25:00,"0,070s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/SelecionaCelular""))",Chrome 71.0.3578.98,,2019-01-16 12:25:00,2019-01-16 12:25:00,"0,236s",PASSED
"setText(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/SetCampoCelular""), ""0000"")",Chrome 71.0.3578.98,,2019-01-16 12:25:00,2019-01-16 12:25:01,"0,552s",PASSED
"delay(2, STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-01-16 12:25:01,2019-01-16 12:25:03,"2,002s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/li_00 00000-0000 - Teste Katal""))",Chrome 71.0.3578.98,,2019-01-16 12:25:03,2019-01-16 12:25:03,"0,147s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/FormClienteClick""))",Chrome 71.0.3578.98,,2019-01-16 12:25:03,2019-01-16 12:25:03,"0,180s",PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-16 12:25:03,2019-01-16 12:25:04,"1,002s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Bt_AvancaCad""))",Chrome 71.0.3578.98,,2019-01-16 12:25:04,2019-01-16 12:25:04,"0,145s",PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-16 12:25:04,2019-01-16 12:25:05,"1,002s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/OpProduto""))",Chrome 71.0.3578.98,,2019-01-16 12:25:05,2019-01-16 12:25:06,"0,164s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/OpProdPorModelo""))",Chrome 71.0.3578.98,,2019-01-16 12:25:06,2019-01-16 12:25:06,"0,143s",PASSED
"setText(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/SetCampoModelo""), ""XT171"")",Chrome 71.0.3578.98,,2019-01-16 12:25:06,2019-01-16 12:25:07,"0,751s",PASSED
"delay(2, STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-01-16 12:25:07,2019-01-16 12:25:09,"2,004s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/li_Teste XT1710 Branco MOTOROL1""))",Chrome 71.0.3578.98,,2019-01-16 12:25:09,2019-01-16 12:25:09,"0,150s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Bt_Buscar""))",Chrome 71.0.3578.98,,2019-01-16 12:25:09,2019-01-16 12:25:09,"0,186s",PASSED
"waitForElementPresent(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/imgConfirmar""), 0)",Chrome 71.0.3578.98,,2019-01-16 12:25:09,2019-01-16 12:25:11,"1,612s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/imgConfirmar""))",Chrome 71.0.3578.98,,2019-01-16 12:25:11,2019-01-16 12:25:11,"0,159s",PASSED
acceptAlert(),Chrome 71.0.3578.98,,2019-01-16 12:25:11,2019-01-16 12:25:11,"0,049s",PASSED
delay(2),Chrome 71.0.3578.98,,2019-01-16 12:25:11,2019-01-16 12:25:13,"2,001s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Bt_SalvaProduto""))",Chrome 71.0.3578.98,,2019-01-16 12:25:13,2019-01-16 12:25:13,"0,175s",PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-16 12:25:13,2019-01-16 12:25:14,"1,003s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Bt_AvancaCad""))",Chrome 71.0.3578.98,,2019-01-16 12:25:14,2019-01-16 12:25:14,"0,156s",PASSED
"waitForElementPresent(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/ModalPagamento""), 0)",Chrome 71.0.3578.98,,2019-01-16 12:25:14,2019-01-16 12:25:14,"0,100s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/OpPag_Dinheiro""))",Chrome 71.0.3578.98,,2019-01-16 12:25:14,2019-01-16 12:25:14,"0,147s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Bt_AddPag""))",Chrome 71.0.3578.98,,2019-01-16 12:25:14,2019-01-16 12:25:14,"0,191s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Bt_SalvarPag""))",Chrome 71.0.3578.98,,2019-01-16 12:25:14,2019-01-16 12:25:15,"0,224s",PASSED
waitForAlert(1),Chrome 71.0.3578.98,,2019-01-16 12:25:15,2019-01-16 12:25:16,"1,077s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Fechar_Alert""), STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-01-16 12:25:16,2019-01-16 12:25:16,"0,112s",PASSED
"setText(findTestObject(""Page_Gemobile_TelaLogin/SetCampoLogin""), ""proprietário.open"")",Chrome 71.0.3578.98,,2019-01-16 12:25:16,2019-01-16 12:25:17,"0,750s",PASSED
"setText(findTestObject(""Page_Gemobile_TelaLogin/SetCampoSenha""), ""venus2018"")",Chrome 71.0.3578.98,,2019-01-16 12:25:17,2019-01-16 12:25:17,"0,320s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Bt_SalvarAuten""))",Chrome 71.0.3578.98,,2019-01-16 12:25:17,2019-01-16 12:25:17,"0,137s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Bt_SalvarPag""))",Chrome 71.0.3578.98,,2019-01-16 12:25:17,2019-01-16 12:25:17,"0,117s",PASSED
"verifyElementPresent(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Alert_VendaInseridaComSucesso""), 0)",Chrome 71.0.3578.98,,2019-01-16 12:25:17,2019-01-16 12:25:17,"0,085s",PASSED
,,,,,,
Test Cases/Teste Venda/Teste_Cancelar_Venda,Chrome 71.0.3578.98,Cancelar uma venda no quadro de vendas,2019-01-16 12:25:17,2019-01-16 12:26:46,"1m - 29,136s",FAILED
"callTestCase(findTestCase(""Teste Venda/Teste_Venda_BotaoVenda""), [:], STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-01-16 12:25:18,2019-01-16 12:26:46,"1m - 28,437s",FAILED
,,,,,,
Test Cases/Teste Venda/Teste_Venda_BotaoVenda,Chrome 71.0.3578.98,Realizar uma venda pelo botão de venda na tela inicial,2019-01-16 12:26:46,2019-01-16 12:28:17,"1m - 30,372s",FAILED
"callTestCase(findTestCase(""Teste Tela de Login/Teste Login Valido""), [:], STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-01-16 12:26:46,2019-01-16 12:27:02,"15,138s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Bt_RealizarVenda""))",Chrome 71.0.3578.98,,2019-01-16 12:27:02,2019-01-16 12:27:02,"0,253s",PASSED
"waitForElementVisible(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/FormCadastro""), 0)",Chrome 71.0.3578.98,,2019-01-16 12:27:02,2019-01-16 12:27:02,"0,107s",PASSED
"selectOptionByValue(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Select_EscolhaFilial""), ""39"", false)",Chrome 71.0.3578.98,,2019-01-16 12:27:02,2019-01-16 12:27:04,"1,805s",PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-16 12:27:04,2019-01-16 12:27:05,"1,002s",PASSED
"selectOptionByValue(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Select_Escolha...Caixa""), ""1"", false)",Chrome 71.0.3578.98,,2019-01-16 12:27:05,2019-01-16 12:27:05,"0,240s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Bt_AvancaCad""))",Chrome 71.0.3578.98,,2019-01-16 12:27:05,2019-01-16 12:27:05,"0,211s",PASSED
"waitForElementPresent(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/SelecionarOpDeCliente""), 0)",Chrome 71.0.3578.98,,2019-01-16 12:27:05,2019-01-16 12:27:05,"0,054s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/SelecionaCelular""))",Chrome 71.0.3578.98,,2019-01-16 12:27:05,2019-01-16 12:27:06,"0,251s",PASSED
"setText(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/SetCampoCelular""), ""0000"")",Chrome 71.0.3578.98,,2019-01-16 12:27:06,2019-01-16 12:27:06,"0,357s",PASSED
"delay(2, STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-01-16 12:27:06,2019-01-16 12:27:08,"2,004s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/li_00 00000-0000 - Teste Katal""))",Chrome 71.0.3578.98,,2019-01-16 12:27:08,2019-01-16 12:27:08,"0,142s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/FormClienteClick""))",Chrome 71.0.3578.98,,2019-01-16 12:27:08,2019-01-16 12:27:08,"0,388s",PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-16 12:27:08,2019-01-16 12:27:09,"1,002s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Bt_AvancaCad""))",Chrome 71.0.3578.98,,2019-01-16 12:27:09,2019-01-16 12:27:10,"0,139s",PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-16 12:27:10,2019-01-16 12:27:11,"1,002s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/OpProduto""))",Chrome 71.0.3578.98,,2019-01-16 12:27:11,2019-01-16 12:27:11,"0,207s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/OpProdPorModelo""))",Chrome 71.0.3578.98,,2019-01-16 12:27:11,2019-01-16 12:27:11,"0,151s",PASSED
"setText(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/SetCampoModelo""), ""XT171"")",Chrome 71.0.3578.98,,2019-01-16 12:27:11,2019-01-16 12:27:12,"0,786s",PASSED
"delay(2, STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-01-16 12:27:12,2019-01-16 12:27:14,"2,003s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/li_Teste XT1710 Branco MOTOROL1""))",Chrome 71.0.3578.98,,2019-01-16 12:27:14,2019-01-16 12:27:14,"0,174s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Bt_Buscar""))",Chrome 71.0.3578.98,,2019-01-16 12:27:14,2019-01-16 12:27:14,"0,129s",PASSED
"waitForElementPresent(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/imgConfirmar""), 0)",Chrome 71.0.3578.98,,2019-01-16 12:27:14,2019-01-16 12:27:45,"31,289s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/imgConfirmar""))",Chrome 71.0.3578.98,,2019-01-16 12:27:45,2019-01-16 12:28:17,"31,502s",FAILED
