Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/imgConfirmar""))",Chrome 71.0.3578.98,,2019-01-17 08:57:38,2019-01-17 08:57:38,"0,125s",PASSED
acceptAlert(),Chrome 71.0.3578.98,,2019-01-17 08:57:38,2019-01-17 08:57:38,"0,054s",PASSED
delay(2),Chrome 71.0.3578.98,,2019-01-17 08:57:38,2019-01-17 08:57:40,"2,001s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Bt_SalvaProduto""))",Chrome 71.0.3578.98,,2019-01-17 08:57:40,2019-01-17 08:57:40,"0,140s",PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-17 08:57:40,2019-01-17 08:57:41,"1,002s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Bt_AvancaCad""))",Chrome 71.0.3578.98,,2019-01-17 08:57:41,2019-01-17 08:57:42,"0,114s",PASSED
"waitForElementPresent(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/ModalPagamento""), 0)",Chrome 71.0.3578.98,,2019-01-17 08:57:42,2019-01-17 08:57:42,"0,042s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/OpPag_Dinheiro""))",Chrome 71.0.3578.98,,2019-01-17 08:57:42,2019-01-17 08:57:42,"0,111s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Bt_AddPag""))",Chrome 71.0.3578.98,,2019-01-17 08:57:42,2019-01-17 08:57:42,"0,142s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Bt_SalvarPag""))",Chrome 71.0.3578.98,,2019-01-17 08:57:42,2019-01-17 08:57:42,"0,158s",PASSED
waitForAlert(1),Chrome 71.0.3578.98,,2019-01-17 08:57:42,2019-01-17 08:57:43,"1,051s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Fechar_Alert""), STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-01-17 08:57:43,2019-01-17 08:57:43,"0,126s",PASSED
"setText(findTestObject(""Page_Gemobile_TelaLogin/SetCampoLogin""), ""proprietário.open"")",Chrome 71.0.3578.98,,2019-01-17 08:57:43,2019-01-17 08:57:44,"0,728s",PASSED
"setText(findTestObject(""Page_Gemobile_TelaLogin/SetCampoSenha""), ""venus2018"")",Chrome 71.0.3578.98,,2019-01-17 08:57:44,2019-01-17 08:57:44,"0,255s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Bt_SalvarAuten""))",Chrome 71.0.3578.98,,2019-01-17 08:57:44,2019-01-17 08:57:44,"0,120s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Bt_SalvarPag""))",Chrome 71.0.3578.98,,2019-01-17 08:57:44,2019-01-17 08:57:44,"0,125s",PASSED
"verifyElementPresent(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Alert_VendaInseridaComSucesso""), 0)",Chrome 71.0.3578.98,,2019-01-17 08:57:44,2019-01-17 08:57:45,"0,068s",PASSED
,,,,,,
Test Cases/Teste Venda/Teste_Cancelar_Venda,Chrome 71.0.3578.98,Cancelar uma venda no quadro de vendas,2019-01-17 08:57:45,2019-01-17 08:58:43,"58,542s",FAILED
"callTestCase(findTestCase(""Teste Venda/Teste_Venda_BotaoVenda""), [:], STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-01-17 08:57:45,2019-01-17 08:58:43,"58,186s",FAILED
,,,,,,
Test Cases/Teste Venda/Teste_Venda_BotaoVenda,Chrome 71.0.3578.98,Realizar uma venda pelo botão de venda na tela inicial,2019-01-17 08:58:43,2019-01-17 08:59:41,"58,408s",FAILED
"callTestCase(findTestCase(""Teste Tela de Login/Teste Login Valido""), [:], STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-01-17 08:58:43,2019-01-17 08:58:56,"12,506s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Bt_RealizarVenda""))",Chrome 71.0.3578.98,,2019-01-17 08:58:56,2019-01-17 08:58:56,"0,280s",PASSED
"waitForElementVisible(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/FormCadastro""), 0)",Chrome 71.0.3578.98,,2019-01-17 08:58:56,2019-01-17 08:58:56,"0,098s",PASSED
"selectOptionByValue(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Select_EscolhaFilial""), ""39"", false)",Chrome 71.0.3578.98,,2019-01-17 08:58:56,2019-01-17 08:58:57,"0,786s",PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-17 08:58:57,2019-01-17 08:58:58,"1,001s",PASSED
"selectOptionByValue(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Select_Escolha...Caixa""), ""1"", false)",Chrome 71.0.3578.98,,2019-01-17 08:58:58,2019-01-17 08:58:58,"0,179s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Bt_AvancaCad""))",Chrome 71.0.3578.98,,2019-01-17 08:58:58,2019-01-17 08:58:58,"0,166s",PASSED
"waitForElementPresent(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/SelecionarOpDeCliente""), 0)",Chrome 71.0.3578.98,,2019-01-17 08:58:58,2019-01-17 08:58:58,"0,047s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/SelecionaCelular""))",Chrome 71.0.3578.98,,2019-01-17 08:58:58,2019-01-17 08:58:58,"0,193s",PASSED
"setText(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/SetCampoCelular""), ""0000"")",Chrome 71.0.3578.98,,2019-01-17 08:58:58,2019-01-17 08:58:59,"0,360s",PASSED
"delay(2, STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-01-17 08:58:59,2019-01-17 08:59:01,"2,002s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/li_00 00000-0000 - Teste Katal""))",Chrome 71.0.3578.98,,2019-01-17 08:59:01,2019-01-17 08:59:01,"0,166s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/FormClienteClick""))",Chrome 71.0.3578.98,,2019-01-17 08:59:01,2019-01-17 08:59:01,"0,237s",PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-17 08:59:01,2019-01-17 08:59:02,"1,001s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Bt_AvancaCad""))",Chrome 71.0.3578.98,,2019-01-17 08:59:02,2019-01-17 08:59:02,"0,117s",PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-17 08:59:02,2019-01-17 08:59:03,"1,002s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/OpProduto""))",Chrome 71.0.3578.98,,2019-01-17 08:59:03,2019-01-17 08:59:03,"0,139s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/OpProdPorModelo""))",Chrome 71.0.3578.98,,2019-01-17 08:59:03,2019-01-17 08:59:04,"0,157s",PASSED
"setText(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/SetCampoModelo""), ""XT171"")",Chrome 71.0.3578.98,,2019-01-17 08:59:04,2019-01-17 08:59:04,"0,769s",PASSED
"delay(2, STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-01-17 08:59:04,2019-01-17 08:59:06,"2,001s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/li_Teste XT1710 Branco MOTOROL1""))",Chrome 71.0.3578.98,,2019-01-17 08:59:06,2019-01-17 08:59:06,"0,110s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/Bt_Buscar""))",Chrome 71.0.3578.98,,2019-01-17 08:59:06,2019-01-17 08:59:07,"0,118s",PASSED
"waitForElementPresent(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/imgConfirmar""), 3)",Chrome 71.0.3578.98,,2019-01-17 08:59:07,2019-01-17 08:59:10,"3,149s",PASSED
"click(findTestObject(""Page_Gemobile_Venda/Page VendaMenu_VendaBotao/imgConfirmar""))",Chrome 71.0.3578.98,,2019-01-17 08:59:10,2019-01-17 08:59:41,"31,785s",FAILED
